seed,ate_true,s1_true,s0_true,ate_naive,s1_naive,s0_naive,bias,reversal,n_treated_obs,n_control_obs
189,0.15131492004757524,0.468085106382979,0.31677018633540377,0.002884578589720521,0.4226180225754907,0.41973344398577017,-0.14843034145785472,0,1391,609
190,0.17779084465351475,0.49003984063745054,0.3122489959839358,0.061415219883533434,0.4433857490867088,0.38197052920317537,-0.11637562476998131,0,1394,606
191,0.13059852239408926,0.4649298597194387,0.3343313373253494,0.05531715905237977,0.46581323519490925,0.4104960761425295,-0.07528136334170948,0,1412,588
192,0.19235058039701286,0.5045408678102932,0.3121902874132803,0.003485310142082365,0.44258403928134743,0.43909872913926506,-0.1888652702549305,0,1409,591
193,0.13324613324613288,0.44355644355644314,0.31031031031031026,-0.007566922190531455,0.4363757162223842,0.44394263841291565,-0.14081305543666434,1,1384,616
194,0.17528752875287518,0.4732673267326729,0.29797979797979773,0.051856087167858333,0.4577499952959601,0.4058939081281018,-0.12343144158501684,0,1376,624
195,0.09432633196721302,0.449795081967213,0.35546875,0.07561220864390489,0.470957604800966,0.3953453961570611,-0.01871412332330813,0,1415,585
196,0.1453853046594979,0.47177419354838684,0.32638888888888895,0.036318624708300606,0.4560964420652051,0.4197778173569045,-0.10906667995119729,0,1400,600
197,0.15605116267427638,0.4772946859903385,0.3212435233160621,0.017636419125108882,0.44517800055103046,0.4275415814259216,-0.1384147435491675,0,1407,593
198,0.18698062465558357,0.5034619188921863,0.3164812942366027,-0.022519149072208033,0.4294410093445843,0.4519601584167923,-0.2094997737277916,1,1414,586
199,0.1480291233736305,0.4791231732776614,0.3310940499040309,0.04321511516692356,0.4447756588077376,0.40156054364081406,-0.10481400820670694,0,1408,592
